x [um],y [um],Vmem [mV]
6.682105229861348050e+01,1.663963604424040810e+01,-1.550206193805858845e+01
8.494637457959717608e+01,1.605470792227242427e+01,-1.553393238354120598e+01
1.018573322761801876e+02,1.679150068951226515e+01,-1.564451258100438658e+01
5.065700583769645249e+01,2.429762127700793073e+01,-1.541766392914343164e+01
6.761476262156277528e+01,2.341316492874424071e+01,-1.544801793585048699e+01
8.513720858295779692e+01,2.342840625360588547e+01,-1.552109058421969401e+01
1.019161621845423298e+02,2.392970450222340872e+01,-1.563862435981936194e+01
3.443395125464804352e+01,3.519770083710881892e+01,-1.541794436713186478e+01
5.089291201510567220e+01,3.309512408840252107e+01,-1.539713534615295210e+01
6.777305677674863205e+01,3.275883677993162024e+01,-1.544960375173225842e+01
8.469719552553124231e+01,3.290266067860773802e+01,-1.559104986687180094e+01
1.018089869120431956e+02,3.337200183516362273e+01,-1.579163562326082726e+01
3.432494021269459239e+01,4.363111179283308161e+01,-1.539646470832864367e+01
5.068968460226865602e+01,4.262687109657755258e+01,-1.539626988486055481e+01
6.746816064927303103e+01,4.224716867673340914e+01,-1.550269714093136919e+01
8.466945162483069964e+01,4.232852339236139017e+01,-1.578234194932629642e+01
1.020757294758796547e+02,4.269217064575833831e+01,-1.618742579492889888e+01
1.892351116603597205e+01,5.413898200189923671e+01,-1.543283228627442938e+01
3.348991682397861069e+01,5.223417686648575398e+01,-1.537989449579440304e+01
5.083194159156803948e+01,5.237365594693191184e+01,-1.541723194721406998e+01
6.747919066900387008e+01,5.174455500957406429e+01,-1.561277299121658757e+01
8.476362077464597178e+01,5.167373986798401830e+01,-1.614366633905253323e+01
1.021661359183494540e+02,5.203958238955785731e+01,-1.699222530891483274e+01
1.365443292334086038e+02,5.161823209232048981e+01,-1.795638232739687012e+01
1.702637255210505529e+01,6.251981684122786476e+01,-1.540230986660254331e+01
3.364001623340146807e+01,6.150196437105918790e+01,-1.537431025379965099e+01
5.085184499624494947e+01,6.175065087672736297e+01,-1.545416608778318768e+01
6.778656198547544420e+01,6.150932830586801714e+01,-1.579127793693516502e+01
8.464798729068903071e+01,6.104999064992735924e+01,-1.671168149901643574e+01
1.021517851673985433e+02,6.138472392386426435e+01,-1.872897382976682934e+01
1.192726210732057268e+02,6.112926624129148223e+01,-2.086238999348871559e+01
1.365118569865990708e+02,6.088632294329670458e+01,-1.947502414445913743e+01
1.507212196120388796e+02,6.074744484605999162e+01,-1.847924452834742226e+01
1.664254008905086479e+01,7.156854461813298940e+01,-1.538705001368582614e+01
3.349860235086666194e+01,7.051487179362389668e+01,-1.537375528607121922e+01
5.068515948751922906e+01,7.110894902037237841e+01,-1.549847884872728621e+01
6.777993566744552822e+01,7.118038617404917545e+01,-1.600634756555652416e+01
8.485194859983157301e+01,7.058257254781820222e+01,-1.752871120569957242e+01
1.020630427210811888e+02,7.070519391543371057e+01,-2.094947331319650274e+01
1.192914890578334166e+02,7.056945219235883826e+01,-2.400081310301622750e+01
1.363783350910396734e+02,7.052958261534040219e+01,-2.205702560217237362e+01
1.523977221827059338e+02,7.009029404763050763e+01,-1.955615955103200676e+01
1.686370237648046810e+01,7.984311316788800639e+01,-1.538564941222350058e+01
3.368589125565188880e+01,7.991730448179791324e+01,-1.537734016398184700e+01
5.043841485455719464e+01,8.047715596933774407e+01,-1.553893573587338572e+01
6.778072162902903131e+01,8.059596721815434250e+01,-1.621980602578553743e+01
8.504831125506896683e+01,8.008571147352168396e+01,-1.845265253794313765e+01
1.020569867454130133e+02,8.015979594568273114e+01,-2.326907728891206872e+01
1.190994166470175486e+02,7.997642244277805901e+01,-2.591594616339722279e+01
