x [um],y [um],Vmem [mV]
6.682105229861348050e+01,1.663963604424040810e+01,-4.152539343992482657e+01
8.494637457959717608e+01,1.605470792227242427e+01,-4.153111901027435238e+01
1.018573322761801876e+02,1.679150068951226515e+01,-4.152955241526982633e+01
5.065700583769645249e+01,2.429762127700793073e+01,-4.152574368655128012e+01
6.761476262156277528e+01,2.341316492874424071e+01,-4.152854115062321938e+01
8.513720858295779692e+01,2.342840625360588547e+01,-4.153529170674444515e+01
1.019161621845423298e+02,2.392970450222340872e+01,-4.153141047630603566e+01
3.443395125464804352e+01,3.519770083710881892e+01,-4.152463261571890030e+01
5.089291201510567220e+01,3.309512408840252107e+01,-4.152799375172025265e+01
6.777305677674863205e+01,3.275883677993162024e+01,-4.153214340844802166e+01
8.469719552553124231e+01,3.290266067860773802e+01,-4.154133311934010919e+01
1.018089869120431956e+02,3.337200183516362273e+01,-4.153565589464786001e+01
3.432494021269459239e+01,4.363111179283308161e+01,-4.152685354534698092e+01
5.068968460226865602e+01,4.262687109657755258e+01,-4.152940049572599435e+01
6.746816064927303103e+01,4.224716867673340914e+01,-4.153638981382563600e+01
8.466945162483069964e+01,4.232852339236139017e+01,-4.154995198545185531e+01
1.020757294758796547e+02,4.269217064575833831e+01,-4.154004284422960325e+01
1.892351116603597205e+01,5.413898200189923671e+01,-4.152270167517013277e+01
3.348991682397861069e+01,5.223417686648575398e+01,-4.152742837642041707e+01
5.083194159156803948e+01,5.237365594693191184e+01,-4.153136081866570350e+01
6.747919066900387008e+01,5.174455500957406429e+01,-4.154416944276990620e+01
8.476362077464597178e+01,5.167373986798401830e+01,-4.156554541221191101e+01
1.021661359183494540e+02,5.203958238955785731e+01,-4.154170968634412731e+01
1.365443292334086038e+02,5.161823209232048981e+01,-4.168249953559080012e+01
1.702637255210505529e+01,6.251981684122786476e+01,-4.152343518058675187e+01
3.364001623340146807e+01,6.150196437105918790e+01,-4.152947253683846185e+01
5.085184499624494947e+01,6.175065087672736297e+01,-4.153576619946287707e+01
6.778656198547544420e+01,6.150932830586801714e+01,-4.155336807310363412e+01
8.464798729068903071e+01,6.104999064992735924e+01,-4.158341882131329470e+01
1.021517851673985433e+02,6.138472392386426435e+01,-4.155651315996308881e+01
1.192726210732057268e+02,6.112926624129148223e+01,-4.160792306414018071e+01
1.365118569865990708e+02,6.088632294329670458e+01,-4.155475548404042030e+01
1.507212196120388796e+02,6.074744484605999162e+01,-4.161266318368570438e+01
1.664254008905086479e+01,7.156854461813298940e+01,-4.152422816989660959e+01
3.349860235086666194e+01,7.051487179362389668e+01,-4.152945911987891492e+01
5.068515948751922906e+01,7.110894902037237841e+01,-4.153855240887083511e+01
6.777993566744552822e+01,7.118038617404917545e+01,-4.156269239433525797e+01
8.485194859983157301e+01,7.058257254781820222e+01,-4.158718983406362923e+01
1.020630427210811888e+02,7.070519391543371057e+01,-4.129703390519643591e+01
1.192914890578334166e+02,7.056945219235883826e+01,-4.001096958076801968e+01
1.363783350910396734e+02,7.052958261534040219e+01,-4.105617648604267345e+01
1.523977221827059338e+02,7.009029404763050763e+01,-4.158424610519132614e+01
