x [um],y [um],Vmem [mV]
6.682105229861348050e+01,1.663963604424040810e+01,-4.419193419618773078e+01
8.494637457959717608e+01,1.605470792227242427e+01,-4.418811374105266765e+01
1.018573322761801876e+02,1.679150068951226515e+01,-4.417050493032296998e+01
5.065700583769645249e+01,2.429762127700793073e+01,-4.420633584495166701e+01
6.761476262156277528e+01,2.341316492874424071e+01,-4.420261458071924920e+01
8.513720858295779692e+01,2.342840625360588547e+01,-4.419212218026235206e+01
1.019161621845423298e+02,2.392970450222340872e+01,-4.417202324199483598e+01
3.443395125464804352e+01,3.519770083710881892e+01,-4.420603563597183694e+01
5.089291201510567220e+01,3.309512408840252107e+01,-4.421027098740056971e+01
6.777305677674863205e+01,3.275883677993162024e+01,-4.420290541858442879e+01
8.469719552553124231e+01,3.290266067860773802e+01,-4.418222491323641776e+01
1.018089869120431956e+02,3.337200183516362273e+01,-4.414699784539909899e+01
3.432494021269459239e+01,4.363111179283308161e+01,-4.421010332197591453e+01
5.068968460226865602e+01,4.262687109657755258e+01,-4.421074389848885744e+01
6.746816064927303103e+01,4.224716867673340914e+01,-4.419536985227253467e+01
8.466945162483069964e+01,4.232852339236139017e+01,-4.415390854582416580e+01
1.020757294758796547e+02,4.269217064575833831e+01,-4.408140963622017949e+01
1.892351116603597205e+01,5.413898200189923671e+01,-4.420293549522015297e+01
3.348991682397861069e+01,5.223417686648575398e+01,-4.421289356399758219e+01
5.083194159156803948e+01,5.237365594693191184e+01,-4.420785062589783365e+01
6.747919066900387008e+01,5.174455500957406429e+01,-4.417937146148660332e+01
8.476362077464597178e+01,5.167373986798401830e+01,-4.409920418972119194e+01
1.021661359183494540e+02,5.203958238955785731e+01,-4.394212095832770615e+01
1.365443292334086038e+02,5.161823209232048981e+01,-4.382442355519344090e+01
1.702637255210505529e+01,6.251981684122786476e+01,-4.420844815533022398e+01
3.364001623340146807e+01,6.150196437105918790e+01,-4.421385372977650974e+01
5.085184499624494947e+01,6.175065087672736297e+01,-4.420261433366087545e+01
6.778656198547544420e+01,6.150932830586801714e+01,-4.415292596940490455e+01
8.464798729068903071e+01,6.104999064992735924e+01,-4.400982880264978547e+01
1.021517851673985433e+02,6.138472392386426435e+01,-4.365484956088305069e+01
1.192726210732057268e+02,6.112926624129148223e+01,-4.327280815694270188e+01
1.365118569865990708e+02,6.088632294329670458e+01,-4.350003700723151923e+01
1.507212196120388796e+02,6.074744484605999162e+01,-4.369334740046109999e+01
1.664254008905086479e+01,7.156854461813298940e+01,-4.421093448007894011e+01
3.349860235086666194e+01,7.051487179362389668e+01,-4.421401772967022481e+01
5.068515948751922906e+01,7.110894902037237841e+01,-4.419618194933438104e+01
6.777993566744552822e+01,7.118038617404917545e+01,-4.412048274047484142e+01
8.485194859983157301e+01,7.058257254781820222e+01,-4.387284637051104141e+01
1.020630427210811888e+02,7.070519391543371057e+01,-4.314443046850202279e+01
1.192914890578334166e+02,7.056945219235883826e+01,-4.197350983842543570e+01
1.363783350910396734e+02,7.052958261534040219e+01,-4.281310948258158078e+01
1.523977221827059338e+02,7.009029404763050763e+01,-4.347405738340204095e+01
1.686370237648046810e+01,7.984311316788800639e+01,-4.421132550026724317e+01
3.368589125565188880e+01,7.991730448179791324e+01,-4.421354458885352301e+01
5.043841485455719464e+01,8.047715596933774407e+01,-4.419025640699503299e+01
6.778072162902903131e+01,8.059596721815434250e+01,-4.408772146512472290e+01
8.504831125506896683e+01,8.008571147352168396e+01,-4.370400369443206046e+01
1.020569867454130133e+02,8.015979594568273114e+01,-4.236265498765289550e+01
1.190994166470175486e+02,7.997642244277805901e+01,-3.789653364640361843e+01
1.363392187019897790e+02,7.995811335760571126e+01,-4.166326419170442819e+01
1.533026119134449630e+02,7.958662405415468299e+01,-4.323443134434946700e+01
1.742132535579710151e+01,8.972300397730712973e+01,-4.421520942686803579e+01
3.373659575734660621e+01,8.959111837850034021e+01,-4.421302474300464525e+01
5.057968110868013412e+01,8.981805385780894824e+01,-4.418533727133314670e+01
6.771820579291427578e+01,8.992355272285257684e+01,-4.406486117932114155e+01
8.503505450297065238e+01,8.954729885286570834e+01,-4.356256530968921936e+01
1.019327113376135969e+02,8.975111801171179593e+01,-4.138740369506096783e+01
1.188054171821561766e+02,8.944598673988308235e+01,-3.554909591668280200e+01
1.361857948082036955e+02,8.927714187902287790e+01,-4.064468310271314522e+01
1.527452228106350560e+02,8.924721648434311305e+01,-4.299829883628584781e+01
1.605777338275559529e+01,9.718660310465182306e+01,-4.421393732602191307e+01
3.357834322286902307e+01,9.918797865327579188e+01,-4.421248793062152060e+01
5.056783600528432743e+01,9.925971113765383791e+01,-4.418415535342231237e+01
6.784287443415455243e+01,9.925728237920472452e+01,-4.405804003378754885e+01
8.482473411496050630e+01,9.901193793800233323e+01,-4.353241325766630609e+01
1.018593795596894296e+02,9.931574977363681000e+01,-4.097468178331907751e+01
1.188439378481806159e+02,9.888897165973752124e+01,-3.500827589284358510e+01
1.361334292810781790e+02,9.862922129543065353e+01,-4.057256377327809105e+01
1.528238378849287358e+02,9.921581265993789600e+01,-4.297817509539930825e+01
1.711567005134352826e+01,1.082634073129491270e+02,-4.420967443957338361e+01
3.326882157866779011e+01,1.084581684768118066e+02,-4.421180089430400528e+01
5.055597666226658049e+01,1.085743811587376229e+02,-4.418650319788022074e+01
6.793248595281005464e+01,1.086142508845800734e+02,-4.407251053818841768e+01
8.493244208700484421e+01,1.085690458135680103e+02,-4.362045005926329821e+01
1.019641896135594124e+02,1.086967606226176457e+02,-4.174589643890455193e+01
1.191343409813967327e+02,1.083575320078325461e+02,-3.711957168600482504e+01
1.360276672657367669e+02,1.079510636256118090e+02,-4.146436490189152835e+01
1.520149337578651796e+02,1.089658558034390552e+02,-4.311794323669438000e+01
1.881824381610392649e+01,1.170511314663085187e+02,-4.420403445243133689e+01
3.301231024345440801e+01,1.182016402963535029e+02,-4.421060073754154018e+01
5.066744563161068982e+01,1.178171644733400427e+02,-4.419088991190366755e+01
6.782190514205888121e+01,1.180219498096101063e+02,-4.410334668581602813e+01
8.500913516383317869e+01,1.179824567398121928e+02,-4.378698831646157430e+01
1.021539942312968634e+02,1.181514061946265599e+02,-4.284647036318114033e+01
1.192528964877933930e+02,1.176405445073379354e+02,-4.160099610317637087e+01
1.366967195752441455e+02,1.178224198082660905e+02,-4.270687280398721697e+01
1.501483294001667161e+02,1.175732542186461131e+02,-4.329425402485140495e+01
3.427821963658053761e+01,1.272070721603376882e+02,-4.420760499785976094e+01
5.078907442729270372e+01,1.273289295509543990e+02,-4.419576438974723942e+01
6.783686459532825097e+01,1.275049372721211256e+02,-4.413574077220825842e+01
8.500371302943466389e+01,1.273660788544879807e+02,-4.394621905900653758e+01
1.023308847758043783e+02,1.275500735308519893e+02,-4.351666291256058372e+01
1.192576687850833679e+02,1.271162181533374991e+02,-4.310587333557116096e+01
1.355496591366998587e+02,1.265887824967924473e+02,-4.330435828987732805e+01
3.456217894137245850e+01,1.365278482386344763e+02,-4.420391406306283244e+01
5.063397675312851476e+01,1.368609813748709030e+02,-4.419882136986157661e+01
6.782751784139156825e+01,1.370366510509661850e+02,-4.416157739825597162e+01
8.517556815640702439e+01,1.367991322739473503e+02,-4.405501153227604050e+01
1.024214182845711036e+02,1.370366331646878848e+02,-4.385857481813536651e+01
1.192944809620693718e+02,1.368573899612417222e+02,-4.367867398087830111e+01
1.355269162511308423e+02,1.356434990692617646e+02,-4.362838110007545822e+01
5.069352712348840839e+01,1.457413079353422916e+02,-4.419725712624479286e+01
6.771369767528867101e+01,1.464385502761458611e+02,-4.417575955889925865e+01
8.484856200746257571e+01,1.463410579589431961e+02,-4.411939933730572250e+01
1.024343118015648599e+02,1.467489416831532765e+02,-4.401666335918221762e+01
1.185078181583397452e+02,1.456187195683629341e+02,-4.388485114759317440e+01
6.774666967019824426e+01,1.551988383053713960e+02,-4.417686000050601081e+01
8.543471107643927098e+01,1.557242375034446979e+02,-4.414212482851817754e+01
1.011767019184534178e+02,1.554661520966266721e+02,-4.408140191884313452e+01
5.858073697939220636e+01,2.020973228208064043e+01,-4.420338239962607929e+01
7.615741741679180166e+01,1.846297404513854090e+01,-4.419855746735154156e+01
9.367046335939402013e+01,1.825957236522042848e+01,-4.418518677314259691e+01
1.110040637783494901e+02,2.104953361116172772e+01,-4.416415919597278616e+01
4.298644215999939178e+01,2.957581245104966428e+01,-4.420792540862668574e+01
5.921076413521736015e+01,2.858315794863280246e+01,-4.420753979174303083e+01
7.635122396570392311e+01,2.780200002945238680e+01,-4.419835365529343107e+01
9.335831218685549970e+01,2.818406079716557855e+01,-4.417759370224379722e+01
2.728790258338452546e+01,4.072855941443399530e+01,-4.420225136412555145e+01
4.238560785892139648e+01,3.815697581656841919e+01,-4.421119518724656672e+01
5.914126419617844022e+01,3.783493577495447369e+01,-4.420730718760381706e+01
7.608139639607550464e+01,3.745015277855995350e+01,-4.418842153688076024e+01
9.326889734531543752e+01,3.784980905243349270e+01,-4.414720783919953107e+01
2.468143628950427271e+01,4.798302819419665610e+01,-4.420799198127087948e+01
4.256751541094452307e+01,4.771666148790324513e+01,-4.421253761578122266e+01
5.896069529743422777e+01,4.734107931854078544e+01,-4.420220786187387318e+01
7.604378862713119247e+01,4.692920496290064136e+01,-4.416558712379079310e+01
9.347146659890125875e+01,4.721738046618623486e+01,-4.408078973415097579e+01
1.435179120612517920e+02,4.769882204309382701e+01,-4.390680264999961224e+01
2.548208922243913577e+01,5.738933824163331821e+01,-4.421112575689959101e+01
4.217640705067375961e+01,5.689427694540677294e+01,-4.421215329727345988e+01
5.933717086901649651e+01,5.701497762078836473e+01,-4.419148199593849569e+01
7.604284998205798729e+01,5.639418967362759361e+01,-4.412654094806161709e+01
9.346266197334244907e+01,5.655611020097511243e+01,-4.395612245332039691e+01
1.278606151170731806e+02,5.647066783651312250e+01,-4.360134898069461684e+01
1.451359755788372752e+02,5.538848434125036135e+01,-4.377166841541821185e+01
2.463656862161908023e+01,6.637561077873105830e+01,-4.421346501483795066e+01
4.221208467494427197e+01,6.609780288556859773e+01,-4.421018247574509275e+01
5.934713424738479404e+01,6.658621220652342743e+01,-4.417737509193276679e+01
7.623403316349926229e+01,6.610382145920328867e+01,-4.406652008557203004e+01
