x [um],y [um],Vmem [mV]
6.682105229861348050e+01,1.663963604424040810e+01,-2.923645563663580660e+01
8.494637457959717608e+01,1.605470792227242427e+01,-2.925105511179806328e+01
1.018573322761801876e+02,1.679150068951226515e+01,-2.929172614310293454e+01
5.065700583769645249e+01,2.429762127700793073e+01,-2.920594163022769507e+01
6.761476262156277528e+01,2.341316492874424071e+01,-2.921887952131440969e+01
8.513720858295779692e+01,2.342840625360588547e+01,-2.924906926273988717e+01
1.019161621845423298e+02,2.392970450222340872e+01,-2.929071095123117630e+01
3.443395125464804352e+01,3.519770083710881892e+01,-2.920544227481210697e+01
5.089291201510567220e+01,3.309512408840252107e+01,-2.919958547915212321e+01
6.777305677674863205e+01,3.275883677993162024e+01,-2.922114961257986465e+01
8.469719552553124231e+01,3.290266067860773802e+01,-2.927801676312749990e+01
1.018089869120431956e+02,3.337200183516362273e+01,-2.934898053028000930e+01
3.432494021269459239e+01,4.363111179283308161e+01,-2.919871454835067581e+01
5.068968460226865602e+01,4.262687109657755258e+01,-2.920004395112795237e+01
6.746816064927303103e+01,4.224716867673340914e+01,-2.924289983427453876e+01
8.466945162483069964e+01,4.232852339236139017e+01,-2.935364917842058219e+01
1.020757294758796547e+02,4.269217064575833831e+01,-2.949763153816213546e+01
1.892351116603597205e+01,5.413898200189923671e+01,-2.920986690636624061e+01
3.348991682397861069e+01,5.223417686648575398e+01,-2.919296523315045633e+01
5.083194159156803948e+01,5.237365594693191184e+01,-2.920874367769324209e+01
6.747919066900387008e+01,5.174455500957406429e+01,-2.928740703271586199e+01
8.476362077464597178e+01,5.167373986798401830e+01,-2.949621512414752900e+01
1.021661359183494540e+02,5.203958238955785731e+01,-2.979922081960139835e+01
1.365443292334086038e+02,5.161823209232048981e+01,-3.024668477858504190e+01
1.702637255210505529e+01,6.251981684122786476e+01,-2.919923111998345888e+01
3.364001623340146807e+01,6.150196437105918790e+01,-2.919164316262101266e+01
5.085184499624494947e+01,6.175065087672736297e+01,-2.922431171561232333e+01
6.778656198547544420e+01,6.150932830586801714e+01,-2.935828740143768911e+01
8.464798729068903071e+01,6.104999064992735924e+01,-2.971818976411357127e+01
1.021517851673985433e+02,6.138472392386426435e+01,-3.048087027697239648e+01
1.192726210732057268e+02,6.112926624129148223e+01,-3.138933153194418324e+01
1.365118569865990708e+02,6.088632294329670458e+01,-3.077441163035654270e+01
1.507212196120388796e+02,6.074744484605999162e+01,-3.040907686821229916e+01
1.664254008905086479e+01,7.156854461813298940e+01,-2.919396958221017613e+01
3.349860235086666194e+01,7.051487179362389668e+01,-2.919147582173942013e+01
5.068515948751922906e+01,7.110894902037237841e+01,-2.924209427124212723e+01
6.777993566744552822e+01,7.118038617404917545e+01,-2.944311228083350684e+01
8.485194859983157301e+01,7.058257254781820222e+01,-3.003071869264226024e+01
1.020630427210811888e+02,7.070519391543371057e+01,-3.125290514467950231e+01
1.192914890578334166e+02,7.056945219235883826e+01,-3.200815188136071043e+01
1.363783350910396734e+02,7.052958261534040219e+01,-3.160941075819259538e+01
1.523977221827059338e+02,7.009029404763050763e+01,-3.082062427001656246e+01
1.686370237648046810e+01,7.984311316788800639e+01,-2.919348144902184572e+01
3.368589125565188880e+01,7.991730448179791324e+01,-2.919296760402422919e+01
5.043841485455719464e+01,8.047715596933774407e+01,-2.925776144507503673e+01
6.778072162902903131e+01,8.059596721815434250e+01,-2.952691517197740367e+01
8.504831125506896683e+01,8.008571147352168396e+01,-3.037489206457874502e+01
1.020569867454130133e+02,8.015979594568273114e+01,-3.192651516838977699e+01
1.190994166470175486e+02,7.997642244277805901e+01,-3.031087633840218487e+01
1.363392187019897790e+02,7.995811335760571126e+01,-3.213408134999621524e+01
1.533026119134449630e+02,7.958662405415468299e+01,-3.120827783578442904e+01
1.742132535579710151e+01,8.972300397730712973e+01,-2.918372310202321174e+01
3.373659575734660621e+01,8.959111837850034021e+01,-2.919434568571277566e+01
5.057968110868013412e+01,8.981805385780894824e+01,-2.927126587691804360e+01
6.771820579291427578e+01,8.992355272285257684e+01,-2.958375913298222670e+01
8.503505450297065238e+01,8.954729885286570834e+01,-3.063058898587548740e+01
1.019327113376135969e+02,8.975111801171179593e+01,-3.213323079795120663e+01
1.188054171821561766e+02,8.944598673988308235e+01,-2.947076251887694198e+01
1.361857948082036955e+02,8.927714187902287790e+01,-3.213365993934683473e+01
1.527452228106350560e+02,8.924721648434311305e+01,-3.153620930604859751e+01
1.605777338275559529e+01,9.718660310465182306e+01,-2.918862594300807345e+01
3.357834322286902307e+01,9.918797865327579188e+01,-2.919621821075481094e+01
5.056783600528432743e+01,9.925971113765383791e+01,-2.927436415959905247e+01
6.784287443415455243e+01,9.925728237920472452e+01,-2.960051661584885352e+01
8.482473411496050630e+01,9.901193793800233323e+01,-3.068138934070227108e+01
1.018593795596894296e+02,9.931574977363681000e+01,-3.205502274486892134e+01
1.188439378481806159e+02,9.888897165973752124e+01,-2.922645670555573716e+01
1.361334292810781790e+02,9.862922129543065353e+01,-3.213363056565417253e+01
1.528238378849287358e+02,9.921581265993789600e+01,-3.156549725665128747e+01
1.711567005134352826e+01,1.082634073129491270e+02,-2.919635605711482640e+01
3.326882157866779011e+01,1.084581684768118066e+02,-2.919757987289149881e+01
5.055597666226658049e+01,1.085743811587376229e+02,-2.926749998409012932e+01
6.793248595281005464e+01,1.086142508845800734e+02,-2.956363441192159414e+01
8.493244208700484421e+01,1.085690458135680103e+02,-3.052758153613882897e+01
1.019641896135594124e+02,1.086967606226176457e+02,-3.204342591155639752e+01
