x [um],y [um],Vmem [mV]
6.917739070370774357e+01,1.622583896245848933e+01,-1.373909728473587499e+01
8.461243531969552123e+01,1.497577740962555914e+01,-1.377945403021914750e+01
1.020676991871004162e+02,1.584317859377547322e+01,-1.353752004472235626e+01
5.134558447485542132e+01,2.478396407854150496e+01,-1.405284649848829126e+01
6.811499972904363176e+01,2.350128037708361006e+01,-1.395562668421921515e+01
8.472605077259932216e+01,2.350181759190728314e+01,-1.377766315581870771e+01
1.020571886498401852e+02,2.418487363073122509e+01,-1.342875539565460130e+01
3.517851749591423527e+01,3.445750393729391448e+01,-1.398878328061762844e+01
5.018525535117085923e+01,3.307944284157636616e+01,-1.413391817993708877e+01
6.766863807957483345e+01,3.275554371890147110e+01,-1.397418313949794744e+01
8.495271893764605409e+01,3.276174626007183122e+01,-1.353430241563820147e+01
1.021235792835748839e+02,3.345973311080286550e+01,-1.287843962704073952e+01
3.315758150280594663e+01,4.286579953719629543e+01,-1.416436984644172270e+01
5.076450867123995181e+01,4.245704360628719343e+01,-1.414952069779873511e+01
6.794779416539155648e+01,4.207677052040268961e+01,-1.380651435121940018e+01
8.491465008994686059e+01,4.208185800786003483e+01,-1.293069831728437613e+01
1.018927401184119361e+02,4.290942724040020551e+01,-1.156978804951854478e+01
1.935324077476901294e+01,5.391041158248595622e+01,-1.403981954195873705e+01
3.409663128077401240e+01,5.223537405947134005e+01,-1.421630180665258436e+01
5.095079124844692586e+01,5.179382242253447544e+01,-1.409465758574456551e+01
6.790919956633975119e+01,5.156272020717114657e+01,-1.345884343200849109e+01
8.476318750291436288e+01,5.164387144554277143e+01,-1.177865942110315522e+01
1.018601029429176492e+02,5.237041058087813639e+01,-8.901349881245302242e+00
1.367226663474333179e+02,5.156461145636889398e+01,-5.888427498815163474e+00
1.702284740224376236e+01,6.219792695887051792e+01,-1.414600024230760233e+01
3.425495011419378244e+01,6.160894488490237109e+01,-1.423393121841346876e+01
5.104041159272812678e+01,6.139942015576818335e+01,-1.397723954896214416e+01
6.768718185136776810e+01,6.118245188867717843e+01,-1.293370291180251819e+01
8.463928875537591523e+01,6.106806211618158642e+01,-9.950211820011816144e+00
1.022448411073830670e+02,6.169161082118061046e+01,-3.961408384530159754e+00
1.195188220970539845e+02,6.132076687655690250e+01,-6.549347790708918149e-01
1.366733873662562360e+02,6.097122052600161624e+01,-2.277749212049407834e+00
1.511222927932370510e+02,6.218611954648247320e+01,-4.025066484253654764e+00
1.645798605598134401e+01,7.085303538326623141e+01,-1.418449394137323161e+01
3.389191161757680959e+01,7.084773990027181867e+01,-1.423141950348127160e+01
5.102909465183989823e+01,7.102659104982707561e+01,-1.382603862810050188e+01
6.767703984311393128e+01,7.079007228392211459e+01,-1.224907254573739479e+01
8.501144126888810604e+01,7.032351741811201862e+01,-7.361963707032066928e+00
1.024937913284139768e+02,7.103375241795681916e+01,-7.417180411066849333e-01
1.197295548898473072e+02,7.089789595275205158e+01,-3.727513513726678607e+00
1.365683103318199301e+02,7.082719987709906206e+01,-9.026518589331508080e-01
1.529597947675141825e+02,7.058968516257311876e+01,-2.105290922959284661e+00
1.550998123888688340e+01,7.952604193307384151e+01,-1.411964059669864646e+01
3.343806518890497159e+01,8.017193524401729121e+01,-1.421274727354743206e+01
