x [um],y [um],Vmem [mV]
6.917739070370774357e+01,1.622583896245848933e+01,-4.463793431414247692e+01
8.461243531969552123e+01,1.497577740962555914e+01,-4.464124861811387746e+01
1.020676991871004162e+02,1.584317859377547322e+01,-4.463063543126774846e+01
5.134558447485542132e+01,2.478396407854150496e+01,-4.465290170909874945e+01
6.811499972904363176e+01,2.350128037708361006e+01,-4.464933747473867953e+01
8.472605077259932216e+01,2.350181759190728314e+01,-4.464204622026831970e+01
1.020571886498401852e+02,2.418487363073122509e+01,-4.462481588994763371e+01
3.517851749591423527e+01,3.445750393729391448e+01,-4.464924103690946566e+01
5.018525535117085923e+01,3.307944284157636616e+01,-4.465710975271377237e+01
6.766863807957483345e+01,3.275554371890147110e+01,-4.465051980155426747e+01
8.495271893764605409e+01,3.276174626007183122e+01,-4.463201504184672075e+01
1.021235792835748839e+02,3.345973311080286550e+01,-4.459932453561124532e+01
3.315758150280594663e+01,4.286579953719629543e+01,-4.465824940208105431e+01
5.076450867123995181e+01,4.245704360628719343e+01,-4.465801627020066178e+01
6.794779416539155648e+01,4.207677052040268961e+01,-4.464363489126868245e+01
8.491465008994686059e+01,4.208185800786003483e+01,-4.460667426340860686e+01
1.018927401184119361e+02,4.290942724040020551e+01,-4.453881279106654745e+01
1.935324077476901294e+01,5.391041158248595622e+01,-4.465149591357037195e+01
3.409663128077401240e+01,5.223537405947134005e+01,-4.466064812996023647e+01
5.095079124844692586e+01,5.179382242253447544e+01,-4.465580756334370705e+01
6.790919956633975119e+01,5.156272020717114657e+01,-4.462910953354152355e+01
8.476318750291436288e+01,5.164387144554277143e+01,-4.455770035320210809e+01
1.018601029429176492e+02,5.237041058087813639e+01,-4.441102337335745176e+01
1.367226663474333179e+02,5.156461145636889398e+01,-4.429716008904987490e+01
1.702284740224376236e+01,6.219792695887051792e+01,-4.465689667026001786e+01
3.425495011419378244e+01,6.160894488490237109e+01,-4.466151322847119332e+01
5.104041159272812678e+01,6.139942015576818335e+01,-4.465094708663117729e+01
6.768718185136776810e+01,6.118245188867717843e+01,-4.460701927785113696e+01
8.463928875537591523e+01,6.106806211618158642e+01,-4.447756825696855287e+01
1.022448411073830670e+02,6.169161082118061046e+01,-4.414889905326322150e+01
1.195188220970539845e+02,6.132076687655690250e+01,-4.379953813585641598e+01
1.366733873662562360e+02,6.097122052600161624e+01,-4.399114359620840276e+01
1.511222927932370510e+02,6.218611954648247320e+01,-4.414262814735722884e+01
1.645798605598134401e+01,7.085303538326623141e+01,-4.465878343154933106e+01
3.389191161757680959e+01,7.084773990027181867e+01,-4.466148557192204294e+01
5.102909465183989823e+01,7.102659104982707561e+01,-4.464461632178937833e+01
6.767703984311393128e+01,7.079007228392211459e+01,-4.457798602042248604e+01
8.501144126888810604e+01,7.032351741811201862e+01,-4.435363189086019275e+01
1.024937913284139768e+02,7.103375241795681916e+01,-4.367218953175690643e+01
1.197295548898473072e+02,7.089789595275205158e+01,-4.259964229494010368e+01
1.365683103318199301e+02,7.082719987709906206e+01,-4.332869002586856766e+01
1.529597947675141825e+02,7.058968516257311876e+01,-4.396102996188880496e+01
1.550998123888688340e+01,7.952604193307384151e+01,-4.465610068786367748e+01
3.343806518890497159e+01,8.017193524401729121e+01,-4.466072993401217417e+01
5.085439061310216147e+01,8.049175073981699313e+01,-4.463868280891627904e+01
6.804942057552078438e+01,8.020121505483687940e+01,-4.454514683056635249e+01
8.509063714835833991e+01,7.968278514019291947e+01,-4.420350799109445461e+01
1.024564493634527480e+02,8.030888627263585988e+01,-4.296355830822926691e+01
1.199112910956089735e+02,8.039914708292006651e+01,-3.889864244128832382e+01
1.369729930851572135e+02,8.035398810041790796e+01,-4.226559037926483597e+01
1.532491826638001839e+02,7.995627159065938372e+01,-4.371292418075617547e+01
1.666868358441397291e+01,9.103544958103169904e+01,-4.465481212625275020e+01
3.340603870618091520e+01,8.939770674635104797e+01,-4.465947842812332169e+01
5.092207832725823380e+01,8.972237598195178521e+01,-4.463391906696379152e+01
6.832787975490683152e+01,8.953117090754361129e+01,-4.451971005033039575e+01
8.518672884614173313e+01,8.930723846505054553e+01,-4.406564063597829062e+01
1.021582630009222612e+02,8.953635400505541497e+01,-4.211532903520711812e+01
1.195889842629383963e+02,8.970817726580757778e+01,-3.686496654664309602e+01
1.368988770851595120e+02,8.992600517202011190e+01,-4.135648866520926248e+01
1.532041270986061079e+02,8.951884594100603465e+01,-4.350194125255087130e+01
1.740956864193460163e+01,1.001776085193838668e+02,-4.465609485558101710e+01
3.385537009579167744e+01,9.893103048284785928e+01,-4.465792870094936973e+01
5.082582667409501909e+01,9.894554933836883492e+01,-4.463259181355054039e+01
6.835269868922334524e+01,9.877229348930302422e+01,-4.451295760086509290e+01
8.544570085937478154e+01,9.907385830450120068e+01,-4.401262767772981732e+01
