x [um],y [um],Vmem [mV]
6.917739070370774357e+01,1.622583896245848933e+01,-2.369721914836457799e+01
8.461243531969552123e+01,1.497577740962555914e+01,-2.369335286718014899e+01
1.020676991871004162e+02,1.584317859377547322e+01,-2.373781122710540714e+01
5.134558447485542132e+01,2.478396407854150496e+01,-2.364143000136683170e+01
6.811499972904363176e+01,2.350128037708361006e+01,-2.366079450388950178e+01
8.472605077259932216e+01,2.350181759190728314e+01,-2.369613023919940531e+01
1.020571886498401852e+02,2.418487363073122509e+01,-2.375712157084615228e+01
3.517851749591423527e+01,3.445750393729391448e+01,-2.365147993123712666e+01
5.018525535117085923e+01,3.307944284157636616e+01,-2.362754297595746422e+01
6.766863807957483345e+01,3.275554371890147110e+01,-2.365901167954905304e+01
8.495271893764605409e+01,3.276174626007183122e+01,-2.374334630022429238e+01
1.021235792835748839e+02,3.345973311080286550e+01,-2.385771931625075837e+01
3.315758150280594663e+01,4.286579953719629543e+01,-2.362112491262060132e+01
5.076450867123995181e+01,4.245704360628719343e+01,-2.362576492440125264e+01
6.794779416539155648e+01,4.207677052040268961e+01,-2.369175161306563737e+01
8.491465008994686059e+01,4.208185800786003483e+01,-2.385747761014461688e+01
1.018927401184119361e+02,4.290942724040020551e+01,-2.409371081591228858e+01
1.935324077476901294e+01,5.391041158248595622e+01,-2.364151080607245348e+01
3.409663128077401240e+01,5.223537405947134005e+01,-2.361219850035280388e+01
5.095079124844692586e+01,5.179382242253447544e+01,-2.363660975672413045e+01
6.790919956633975119e+01,5.156272020717114657e+01,-2.375837713849365329e+01
8.476318750291436288e+01,5.164387144554277143e+01,-2.407197063228808176e+01
1.018601029429176492e+02,5.237041058087813639e+01,-2.457814763382022960e+01
1.367226663474333179e+02,5.156461145636889398e+01,-2.524140873407892727e+01
1.702284740224376236e+01,6.219792695887051792e+01,-2.362312315860828349e+01
3.425495011419378244e+01,6.160894488490237109e+01,-2.360934697447108732e+01
5.104041159272812678e+01,6.139942015576818335e+01,-2.365967693514935277e+01
6.768718185136776810e+01,6.118245188867717843e+01,-2.385779824421198470e+01
8.463928875537591523e+01,6.106806211618158642e+01,-2.440875392144911871e+01
1.022448411073830670e+02,6.169161082118061046e+01,-2.562872237891759397e+01
1.195188220970539845e+02,6.132076687655690250e+01,-2.699044634659155051e+01
1.366733873662562360e+02,6.097122052600161624e+01,-2.613396445283291669e+01
1.511222927932370510e+02,6.218611954648247320e+01,-2.563567401628434794e+01
1.645798605598134401e+01,7.085303538326623141e+01,-2.361671009792592457e+01
3.389191161757680959e+01,7.084773990027181867e+01,-2.361024015067448900e+01
5.102909465183989823e+01,7.102659104982707561e+01,-2.368872982867200250e+01
6.767703984311393128e+01,7.079007228392211459e+01,-2.398563920598154908e+01
8.501144126888810604e+01,7.032351741811201862e+01,-2.489472613368871734e+01
1.024937913284139768e+02,7.103375241795681916e+01,-2.695726644125047500e+01
1.197295548898473072e+02,7.089789595275205158e+01,-2.860390276930829856e+01
1.365683103318199301e+02,7.082719987709906206e+01,-2.766809516329739438e+01
1.529597947675141825e+02,7.058968516257311876e+01,-2.620991020407968008e+01
1.550998123888688340e+01,7.952604193307384151e+01,-2.362871724156305930e+01
3.343806518890497159e+01,8.017193524401729121e+01,-2.361365545652655484e+01
5.085439061310216147e+01,8.049175073981699313e+01,-2.371593824901062675e+01
6.804942057552078438e+01,8.020121505483687940e+01,-2.412674080542055322e+01
8.509063714835833991e+01,7.968278514019291947e+01,-2.543114952773886372e+01
1.024564493634527480e+02,8.030888627263585988e+01,-2.824870031960302441e+01
1.199112910956089735e+02,8.039914708292006651e+01,-2.845948790528866468e+01
1.369729930851572135e+02,8.035398810041790796e+01,-2.893280817022961315e+01
1.532491826638001839e+02,7.995627159065938372e+01,-2.689716959652395900e+01
1.666868358441397291e+01,9.103544958103169904e+01,-2.363390352946255746e+01
3.340603870618091520e+01,8.939770674635104797e+01,-2.361949576062423972e+01
5.092207832725823380e+01,8.972237598195178521e+01,-2.373718370017336809e+01
6.832787975490683152e+01,8.953117090754361129e+01,-2.423420280499395218e+01
8.518672884614173313e+01,8.930723846505054553e+01,-2.587784676009070850e+01
1.021582630009222612e+02,8.953635400505541497e+01,-2.902778295912685280e+01
1.195889842629383963e+02,8.970817726580757778e+01,-2.816557924622856035e+01
1.368988770851595120e+02,8.992600517202011190e+01,-2.942066728831125744e+01
1.532041270986061079e+02,8.951884594100603465e+01,-2.740757932544517672e+01
1.740956864193460163e+01,1.001776085193838668e+02,-2.362790347234695076e+01
3.385537009579167744e+01,9.893103048284785928e+01,-2.362631978394711751e+01
5.082582667409501909e+01,9.894554933836883492e+01,-2.374315596813987383e+01
6.835269868922334524e+01,9.877229348930302422e+01,-2.426224272687238326e+01
8.544570085937478154e+01,9.907385830450120068e+01,-2.603921854898303323e+01
1.020372078136342964e+02,9.896658484021571667e+01,-2.918313204661525617e+01
1.192451848297734642e+02,9.897542117015372298e+01,-2.804365509081456054e+01
1.366766402476787050e+02,9.931590093771305305e+01,-2.945176996286842197e+01
1.533619267716912020e+02,9.889837844538990907e+01,-2.751597680472062990e+01
1.822194383122102934e+01,1.092795844234139508e+02,-2.364023678515034277e+01
