x [um],y [um],Vmem [mV]
6.917739070370774357e+01,1.622583896245848933e+01,1.690244027130460847e-01
8.461243531969552123e+01,1.497577740962555914e+01,1.814994184799501031e-01
1.020676991871004162e+02,1.584317859377547322e+01,1.285494252412364702e-01
5.134558447485542132e+01,2.478396407854150496e+01,2.389035482305805758e-01
6.811499972904363176e+01,2.350128037708361006e+01,2.197269334017578624e-01
8.472605077259932216e+01,2.350181759190728314e+01,1.832875482735446260e-01
1.020571886498401852e+02,2.418487363073122509e+01,1.028016241873093567e-01
3.517851749591423527e+01,3.445750393729391448e+01,2.233172725589424312e-01
5.018525535117085923e+01,3.307944284157636616e+01,2.573460803407052744e-01
6.766863807957483345e+01,3.275554371890147110e+01,2.248746870175090673e-01
8.495271893764605409e+01,3.276174626007183122e+01,1.318912565194244324e-01
1.021235792835748839e+02,3.345973311080286550e+01,-2.386234589001210230e-02
3.315758150280594663e+01,4.286579953719629543e+01,2.631539001042935699e-01
5.076450867123995181e+01,4.245704360628719343e+01,2.613986928218770545e-01
6.794779416539155648e+01,4.207677052040268961e+01,1.902013666843885287e-01
8.491465008994686059e+01,4.208185800786003483e+01,-1.624705076788324123e-03
1.018927401184119361e+02,4.290942724040020551e+01,-3.463110224979323859e-01
1.935324077476901294e+01,5.391041158248595622e+01,2.339295254739738872e-01
3.409663128077401240e+01,5.223537405947134005e+01,2.745175879340982505e-01
5.095079124844692586e+01,5.179382242253447544e+01,2.503403674190649020e-01
6.790919956633975119e+01,5.156272020717114657e+01,1.160443084251033125e-01
8.476318750291436288e+01,5.164387144554277143e+01,-2.752442719854393260e-01
1.018601029429176492e+02,5.237041058087813639e+01,-1.108263146702786583e+00
1.367226663474333179e+02,5.156461145636889398e+01,-2.104549590623357336e+00
1.702284740224376236e+01,6.219792695887051792e+01,2.579454464107442946e-01
3.425495011419378244e+01,6.160894488490237109e+01,2.785014644794701621e-01
5.104041159272812678e+01,6.139942015576818335e+01,2.263954779440632559e-01
6.768718185136776810e+01,6.118245188867717843e+01,-3.682542808445853143e-04
8.463928875537591523e+01,6.106806211618158642e+01,-7.629363194725068409e-01
1.022448411073830670e+02,6.169161082118061046e+01,-3.112414771059627050e+00
1.195188220970539845e+02,6.132076687655690250e+01,-6.196887228232509592e+00
1.366733873662562360e+02,6.097122052600161624e+01,-4.270212778423304378e+00
1.511222927932370510e+02,6.218611954648247320e+01,-3.054540832193220368e+00
1.645798605598134401e+01,7.085303538326623141e+01,2.666297139338206779e-01
3.389191161757680959e+01,7.084773990027181867e+01,2.783048242602688127e-01
5.102909465183989823e+01,7.102659104982707561e+01,1.948069236065662901e-01
6.767703984311393128e+01,7.079007228392211459e+01,-1.600011119758457112e-01
8.501144126888810604e+01,7.032351741811201862e+01,-1.593034569068914275e+00
1.024937913284139768e+02,7.103375241795681916e+01,-6.687225326463048347e+00
1.197295548898473072e+02,7.089789595275205158e+01,-1.302245284581581863e+01
1.365683103318199301e+02,7.082719987709906206e+01,-9.005644732576774558e+00
1.529597947675141825e+02,7.058968516257311876e+01,-4.408312572888066327e+00
1.550998123888688340e+01,7.952604193307384151e+01,2.532254491820215003e-01
3.343806518890497159e+01,8.017193524401729121e+01,2.744004602819570815e-01
5.085439061310216147e+01,8.049175073981699313e+01,1.649114874075185699e-01
6.804942057552078438e+01,8.020121505483687940e+01,-3.492069518483322255e-01
8.509063714835833991e+01,7.968278514019291947e+01,-2.680963235598692762e+00
1.024564493634527480e+02,8.030888627263585988e+01,-1.122329382829991751e+01
1.199112910956089735e+02,8.039914708292006651e+01,-2.011602106566565595e+01
1.369729930851572135e+02,8.035398810041790796e+01,-1.443343234018007415e+01
1.532491826638001839e+02,7.995627159065938372e+01,-6.228672045237098054e+00
1.666868358441397291e+01,9.103544958103169904e+01,2.470729427564979097e-01
3.340603870618091520e+01,8.939770674635104797e+01,2.683112472917556501e-01
5.092207832725823380e+01,8.972237598195178521e+01,1.406248916334107424e-01
6.832787975490683152e+01,8.953117090754361129e+01,-5.011202313219081939e-01
8.518672884614173313e+01,8.930723846505054553e+01,-3.720397006377337945e+00
1.021582630009222612e+02,8.953635400505541497e+01,-1.503067969792659753e+01
1.195889842629383963e+02,8.970817726580757778e+01,-2.164586230242955978e+01
1.368988770851595120e+02,8.992600517202011190e+01,-1.735060972884263109e+01
1.532041270986061079e+02,8.951884594100603465e+01,-7.704966802554594985e+00
1.740956864193460163e+01,1.001776085193838668e+02,2.538489836721653514e-01
3.385537009579167744e+01,9.893103048284785928e+01,2.611425320697050578e-01
5.082582667409501909e+01,9.894554933836883492e+01,1.339540487262154689e-01
6.835269868922334524e+01,9.877229348930302422e+01,-5.422334227548228913e-01
8.544570085937478154e+01,9.907385830450120068e+01,-4.123990010194615863e+00
1.020372078136342964e+02,9.896658484021571667e+01,-1.635123751842337469e+01
1.192451848297734642e+02,9.897542117015372298e+01,-2.185008041012488889e+01
1.366766402476787050e+02,9.931590093771305305e+01,-1.751195387687700489e+01
1.533619267716912020e+02,9.889837844538990907e+01,-8.016869489448541941e+00
1.822194383122102934e+01,1.092795844234139508e+02,2.392352714516785273e-01
3.405586004797938671e+01,1.084019840814211193e+02,2.542423350128704129e-01
5.090292953121681307e+01,1.082664047674189902e+02,1.419017368313997274e-01
6.821041020382779152e+01,1.079487192622923999e+02,-4.558927228579103819e-01
8.560045723640759263e+01,1.086662836732357675e+02,-3.508728580849602263e+00
1.022482297091034269e+02,1.086789528466086523e+02,-1.402260694184332479e+01
1.191353841884812965e+02,1.082800336621971411e+02,-2.072478497178632040e+01
1.367772333770233217e+02,1.088003102433596041e+02,-1.478104311106799429e+01
1.517388849024425497e+02,1.077529324881697619e+02,-7.803231491113484353e+00
2.039179020545870458e+01,1.177786553799234781e+02,2.059976770714272154e-01
3.436361124415844870e+01,1.178662364953974588e+02,2.462590610009020020e-01
5.127906424094450699e+01,1.177438103045962237e+02,1.597095245692684296e-01
6.804748064015868181e+01,1.172783230169357864e+02,-2.898562600670239187e-01
8.521378276892663450e+01,1.180851973013183738e+02,-2.238713788364237178e+00
1.023791276786709687e+02,1.183174917797634009e+02,-8.595364756832951869e+00
1.194286619048417748e+02,1.178048814803781141e+02,-1.444686270254253380e+01
1.362928158198618007e+02,1.181265852096639009e+02,-1.013065183828032545e+01
3.508619342524406903e+01,1.271128638023337487e+02,2.339472843101135513e-01
5.141783378755709322e+01,1.274720762811256236e+02,1.835471059976646058e-01
6.806433701195877006e+01,1.269972836354571371e+02,-1.167000849455794020e-01
8.471134825458753426e+01,1.274233128609679966e+02,-1.161315480536687428e+00
1.023128454379743602e+02,1.276743804082232145e+02,-4.103237181832501079e+00
1.196168835686626579e+02,1.272239801026883583e+02,-7.072107717483597789e+00
1.374134627700786098e+02,1.279892046598292410e+02,-5.789471622414869678e+00
3.417295216977849748e+01,1.359395930562027104e+02,2.196696725559003083e-01
5.091706215691144877e+01,1.372445590995642988e+02,1.997801072451630688e-01
6.813286077105813376e+01,1.367282979086725447e+02,1.454348344192200014e-02
8.484021103258025676e+01,1.369015166240747305e+02,-5.305016335530202687e-01
1.022446247312894769e+02,1.368472915434829531e+02,-1.793428053086467910e+00
1.195387241642850000e+02,1.368708975500376255e+02,-3.112849874751995927e+00
1.348615492150980515e+02,1.355177858079201485e+02,-3.726687322636930588e+00
5.169251002146487650e+01,1.460277215517234026e+02,1.888808330322640505e-01
6.801096722074245804e+01,1.460342425513231603e+02,8.284725778382542871e-02
8.520102403325596185e+01,1.464473095449002642e+02,-2.089444300739350113e-01
1.024779404248427994e+02,1.461712328279421342e+02,-8.131403347056092024e-01
1.190535205122367302e+02,1.457688066420121515e+02,-1.666939327605349686e+00
6.842985755678118664e+01,1.545081703528516641e+02,8.494874853287362471e-02
8.573453829738318177e+01,1.553889500702723012e+02,-9.805223713132191210e-02
1.021633310675118338e+02,1.549424963735938263e+02,-4.456068237339615434e-01
9.361595204993827224e+01,1.317275216669830584e+01,1.445456729913665306e-01
6.047377641231738465e+01,2.036177881020929803e+01,2.201681888575290347e-01
7.648169844849282129e+01,1.834429291031932863e+01,2.011917239417665704e-01
9.322134507048627938e+01,1.996977357859353930e+01,1.564677166747860948e-01
1.102609877390534763e+02,1.986110816896871256e+01,8.550910660974904431e-02
4.200078387165734739e+01,2.935857592718101472e+01,2.409414950953070733e-01
5.912762053338227730e+01,2.870621405496165579e+01,2.438125461928343785e-01
7.633108429526825489e+01,2.789491556325638655e+01,2.038288465695583807e-01
9.354389147620396727e+01,2.874443778100262747e+01,1.086629381884877538e-01
4.187572927114999999e+01,3.813325460012165280e+01,2.602710151085291246e-01
5.912913745491273687e+01,3.777816402598973156e+01,2.453965661654390618e-01
7.635389005805886597e+01,3.723352723109521634e+01,1.596583818822628897e-01
9.354083296444225937e+01,3.787156390046845900e+01,-3.792202174742156928e-02
2.598936978979143220e+01,4.810327985427274911e+01,2.547452845981025282e-01
4.219388936251814926e+01,4.717505520766695781e+01,2.716504513903222895e-01
5.948798168467324388e+01,4.705908990364082456e+01,2.219361665176160514e-01
7.645587249556588461e+01,4.673859387652186825e+01,5.115573803461625352e-02
9.329408475504334319e+01,4.727155822566854226e+01,-3.692250528190686443e-01
1.438029566872801013e+02,4.882608363305327259e+01,-1.605511535911311904e+00
2.586681558075712317e+01,5.721686236460256225e+01,2.675063125995993385e-01
4.266960182307153815e+01,5.665511725704831747e+01,2.690899813865423318e-01
5.938521432339745587e+01,5.650904021087460194e+01,1.777765644877592754e-01
7.615296629965402531e+01,5.631110745073299739e+01,-1.371642588679094221e-01
9.328998843962671117e+01,5.672266665727160273e+01,-1.076752970898920525e+00
1.279606748715843878e+02,5.629784120631745026e+01,-3.685049460442279212e+00
1.454323047521223486e+02,5.634101704778282738e+01,-2.468538817676129149e+00
2.518007297462940386e+01,6.621536397741100188e+01,2.779029618448272121e-01
4.267954794161598642e+01,6.622329672053582783e+01,2.596872122254145765e-01
5.934352632444027620e+01,6.613650641254687912e+01,1.129105146117066888e-01
7.611290571117660875e+01,6.584685282843420850e+01,-4.372192638079366866e-01
9.364153871474572099e+01,6.596711577643254998e+01,-2.458894246087553803e+00
1.110579040328482705e+02,6.642700126677200956e+01,-7.652284081563026419e+00
1.281464985064164637e+02,6.586261878862373464e+01,-8.231925091195691380e+00
