# time_s,Cell_Conc_X_mmol/L,Env_Conc_X_mmol/L,
1.002865329512894104e-03,5.780519389414139096e-25,0.000000000000000000e+00
2.005730659025788207e-03,5.793361306400053221e-25,0.000000000000000000e+00
3.008595988538682094e-03,5.806229058512821473e-25,0.000000000000000000e+00
4.011461318051576415e-03,5.819122691462813606e-25,0.000000000000000000e+00
5.014326647564470302e-03,5.832042250859126860e-25,0.000000000000000000e+00
6.017191977077364189e-03,5.844987782141038115e-25,0.000000000000000000e+00
7.020057306590258075e-03,5.857959330470826352e-25,0.000000000000000000e+00
8.022922636103152830e-03,5.870956940557359424e-25,0.000000000000000000e+00
9.025787965616045849e-03,5.883980656346963834e-25,0.000000000000000000e+00
1.002865329512894060e-02,5.897030520437031215e-25,0.000000000000000000e+00
1.103151862464183536e-02,5.910106572843721893e-25,0.000000000000000000e+00
1.203438395415472838e-02,5.923208848046468105e-25,0.000000000000000000e+00
1.303724928366762313e-02,5.936337366762893098e-25,0.000000000000000000e+00
1.404011461318051615e-02,5.949492114923213868e-25,0.000000000000000000e+00
1.504297994269341091e-02,5.962673080413800418e-25,0.000000000000000000e+00
1.604584527220630566e-02,5.975880426039943509e-25,0.000000000000000000e+00
1.704871060171920041e-02,5.989114234892900391e-25,0.000000000000000000e+00
1.805157593123209170e-02,6.002374522768515993e-25,0.000000000000000000e+00
1.905444126074498645e-02,6.015661341240603951e-25,0.000000000000000000e+00
2.005730659025788121e-02,6.028974754273465286e-25,0.000000000000000000e+00
2.106017191977077596e-02,6.042314826271170905e-25,0.000000000000000000e+00
2.206303724928367072e-02,6.055681618307766829e-25,0.000000000000000000e+00
2.306590257879656200e-02,6.069075188074783779e-25,0.000000000000000000e+00
2.406876790830945675e-02,6.082495590809462616e-25,0.000000000000000000e+00
2.507163323782235151e-02,6.095942880148347830e-25,0.000000000000000000e+00
2.607449856733524626e-02,6.109417108697852294e-25,0.000000000000000000e+00
2.707736389684814102e-02,6.122918328358591767e-25,0.000000000000000000e+00
2.808022922636103230e-02,6.136446589662209550e-25,0.000000000000000000e+00
2.908309455587392706e-02,6.150001941600522062e-25,0.000000000000000000e+00
3.008595988538682181e-02,6.163584432604179409e-25,0.000000000000000000e+00
3.108882521489971656e-02,6.177194109357116887e-25,0.000000000000000000e+00
3.209169054441261132e-02,6.190831018399664793e-25,0.000000000000000000e+00
3.309455587392550607e-02,6.204495206630826134e-25,0.000000000000000000e+00
3.409742120343840083e-02,6.218186721272994353e-25,0.000000000000000000e+00
