x [um],y [um],Vmem [mV]
6.682105229861348050e+01,1.663963604424040810e+01,-4.552609832075708596e+01
8.494637457959717608e+01,1.605470792227242427e+01,-4.552179844854284596e+01
1.018573322761801876e+02,1.679150068951226515e+01,-4.551085415148921243e+01
5.065700583769645249e+01,2.429762127700793073e+01,-4.553280389766305092e+01
6.761476262156277528e+01,2.341316492874424071e+01,-4.552969535504811915e+01
8.513720858295779692e+01,2.342840625360588547e+01,-4.552159933329546959e+01
1.019161621845423298e+02,2.392970450222340872e+01,-4.550767757519759016e+01
1.201503281697488035e+02,2.496677622877145808e+01,-4.548662629603143870e+01
3.443395125464804352e+01,3.519770083710881892e+01,-4.553349694345841669e+01
5.089291201510567220e+01,3.309512408840252107e+01,-4.553394513271378230e+01
6.777305677674863205e+01,3.275883677993162024e+01,-4.552778229744183847e+01
8.469719552553124231e+01,3.290266067860773802e+01,-4.551268356285228833e+01
1.018089869120431956e+02,3.337200183516362273e+01,-4.548722147734784471e+01
1.191579068426357395e+02,3.298839304831498254e+01,-4.546344266683058777e+01
1.346956121559005055e+02,3.497889717313360336e+01,-4.543569519142597102e+01
3.432494021269459239e+01,4.363111179283308161e+01,-4.553498649934810771e+01
5.068968460226865602e+01,4.262687109657755258e+01,-4.553313678393025299e+01
6.746816064927303103e+01,4.224716867673340914e+01,-4.552133531617366913e+01
8.466945162483069964e+01,4.232852339236139017e+01,-4.549136111141319816e+01
1.020757294758796547e+02,4.269217064575833831e+01,-4.543798794551565834e+01
1.191191377335245960e+02,4.245735792241107731e+01,-4.539483209658386897e+01
1.364810549924837346e+02,4.249216068413611680e+01,-4.537817652131137436e+01
1.892351116603597205e+01,5.413898200189923671e+01,-4.553246839574693894e+01
3.348991682397861069e+01,5.223417686648575398e+01,-4.553574615069450005e+01
5.083194159156803948e+01,5.237365594693191184e+01,-4.553032877173285442e+01
6.747919066900387008e+01,5.174455500957406429e+01,-4.550926324827678826e+01
8.476362077464597178e+01,5.167373986798401830e+01,-4.545127137470311851e+01
1.021661359183494540e+02,5.203958238955785731e+01,-4.533424771587552726e+01
1.193578771514513619e+02,5.173188328684009463e+01,-4.523735209401116464e+01
1.365443292334086038e+02,5.161823209232048981e+01,-4.526097787404225414e+01
1.702637255210505529e+01,6.251981684122786476e+01,-4.553460852064871034e+01
3.364001623340146807e+01,6.150196437105918790e+01,-4.553559800436895699e+01
5.085184499624494947e+01,6.175065087672736297e+01,-4.552614625619790445e+01
6.778656198547544420e+01,6.150932830586801714e+01,-4.548988747055435766e+01
8.464798729068903071e+01,6.104999064992735924e+01,-4.538611740201135092e+01
1.021517851673985433e+02,6.138472392386426435e+01,-4.512858012329320445e+01
1.192726210732057268e+02,6.112926624129148223e+01,-4.486578538971988195e+01
1.365118569865990708e+02,6.088632294329670458e+01,-4.501976016575115125e+01
1.507212196120388796e+02,6.074744484605999162e+01,-4.516639222553458666e+01
1.664254008905086479e+01,7.156854461813298940e+01,-4.553539888550503179e+01
3.349860235086666194e+01,7.051487179362389668e+01,-4.553514817194728437e+01
5.068515948751922906e+01,7.110894902037237841e+01,-4.552130461514750692e+01
6.777993566744552822e+01,7.118038617404917545e+01,-4.546629662120904669e+01
8.485194859983157301e+01,7.058257254781820222e+01,-4.528639924939243855e+01
1.020630427210811888e+02,7.070519391543371057e+01,-4.475850482734414726e+01
1.192914890578334166e+02,7.056945219235883826e+01,-4.392085419393029611e+01
1.363783350910396734e+02,7.052958261534040219e+01,-4.452252720583451406e+01
1.523977221827059338e+02,7.009029404763050763e+01,-4.500470820907607816e+01
1.686370237648046810e+01,7.984311316788800639e+01,-4.553549850396079535e+01
3.368589125565188880e+01,7.991730448179791324e+01,-4.553441846883273314e+01
5.043841485455719464e+01,8.047715596933774407e+01,-4.551693581070723127e+01
6.778072162902903131e+01,8.059596721815434250e+01,-4.544252562181275579e+01
8.504831125506896683e+01,8.008571147352168396e+01,-4.516351045844240986e+01
1.020569867454130133e+02,8.015979594568273114e+01,-4.420021035238938367e+01
1.190994166470175486e+02,7.997642244277805901e+01,-4.110750968542548378e+01
1.363392187019897790e+02,7.995811335760571126e+01,-4.370398680620051834e+01
1.533026119134449630e+02,7.958662405415468299e+01,-4.483079268725935407e+01
1.742132535579710151e+01,8.972300397730712973e+01,-4.553666701597018118e+01
3.373659575734660621e+01,8.959111837850034021e+01,-4.553383791292567651e+01
5.057968110868013412e+01,8.981805385780894824e+01,-4.551334730571173992e+01
6.771820579291427578e+01,8.992355272285257684e+01,-4.542593569903397110e+01
8.503505450297065238e+01,8.954729885286570834e+01,-4.506054324255448051e+01
1.019327113376135969e+02,8.975111801171179593e+01,-4.351127286124376781e+01
1.188054171821561766e+02,8.944598673988308235e+01,-3.959341858377867851e+01
1.361857948082036955e+02,8.927714187902287790e+01,-4.300078733354992266e+01
1.527452228106350560e+02,8.924721648434311305e+01,-4.466030866676803868e+01
1.605777338275559529e+01,9.718660310465182306e+01,-4.553639368489223926e+01
3.357834322286902307e+01,9.918797865327579188e+01,-4.553351920218106841e+01
5.056783600528432743e+01,9.925971113765383791e+01,-4.551252993864605401e+01
6.784287443415455243e+01,9.925728237920472452e+01,-4.542101271009207153e+01
8.482473411496050630e+01,9.901193793800233323e+01,-4.503844686182498691e+01
1.018593795596894296e+02,9.931574977363681000e+01,-4.322546533263397350e+01
1.188439378481806159e+02,9.888897165973752124e+01,-3.924461328342184174e+01
1.361334292810781790e+02,9.862922129543065353e+01,-4.295164405320786472e+01
1.528238378849287358e+02,9.921581265993789600e+01,-4.464687067818282173e+01
1.711567005134352826e+01,1.082634073129491270e+02,-4.553449928812572267e+01
3.326882157866779011e+01,1.084581684768118066e+02,-4.553343663013584575e+01
5.055597666226658049e+01,1.085743811587376229e+02,-4.551435098270020774e+01
6.793248595281005464e+01,1.086142508845800734e+02,-4.543161106081763734e+01
8.493244208700484421e+01,1.085690458135680103e+02,-4.510236702729220326e+01
1.019641896135594124e+02,1.086967606226176457e+02,-4.375829047459065890e+01
1.191343409813967327e+02,1.083575320078325461e+02,-4.059851454940852022e+01
1.360276672657367669e+02,1.079510636256118090e+02,-4.356595566328650904e+01
1.520149337578651796e+02,1.089658558034390552e+02,-4.474875231096913097e+01
1.881824381610392649e+01,1.170511314663085187e+02,-4.553218466443964729e+01
3.301231024345440801e+01,1.182016402963535029e+02,-4.553330342702375333e+01
5.066744563161068982e+01,1.178171644733400427e+02,-4.551778653012116393e+01
6.782190514205888121e+01,1.180219498096101063e+02,-4.545418898668448549e+01
8.500913516383317869e+01,1.179824567398121928e+02,-4.522384647479719177e+01
1.021539942312968634e+02,1.181514061946265599e+02,-4.454282654114307860e+01
1.192528964877933930e+02,1.176405445073379354e+02,-4.365875131816745380e+01
1.366967195752441455e+02,1.178224198082660905e+02,-4.444865143706387300e+01
1.501483294001667161e+02,1.175732542186461131e+02,-4.487755509511460872e+01
3.427821963658053761e+01,1.272070721603376882e+02,-4.553221859595281984e+01
5.078907442729270372e+01,1.273289295509543990e+02,-4.552177220806242275e+01
6.783686459532825097e+01,1.275049372721211256e+02,-4.547805456823996906e+01
8.500371302943466389e+01,1.273660788544879807e+02,-4.534040205138701651e+01
1.023308847758043783e+02,1.275500735308519893e+02,-4.502820906395429290e+01
1.192576687850833679e+02,1.271162181533374991e+02,-4.473226075570176619e+01
1.355496591366998587e+02,1.265887824967924473e+02,-4.488081025828486048e+01
3.456217894137245850e+01,1.365278482386344763e+02,-4.553074037156383724e+01
5.063397675312851476e+01,1.368609813748709030e+02,-4.552480085468554449e+01
6.782751784139156825e+01,1.370366510509661850e+02,-4.549748192807557245e+01
8.517556815640702439e+01,1.367991322739473503e+02,-4.542042583900476416e+01
1.024214182845711036e+02,1.370366331646878848e+02,-4.527819191850326774e+01
1.192944809620693718e+02,1.368573899612417222e+02,-4.514942653037010700e+01
1.355269162511308423e+02,1.356434990692617646e+02,-4.511778102056339179e+01
5.069352712348840839e+01,1.457413079353422916e+02,-4.552492793293205864e+01
6.771369767528867101e+01,1.464385502761458611e+02,-4.550911379245081179e+01
8.484856200746257571e+01,1.463410579589431961e+02,-4.546859048545837823e+01
1.024343118015648599e+02,1.467489416831532765e+02,-4.539495316229732680e+01
1.185078181583397452e+02,1.456187195683629341e+02,-4.530090604062640836e+01
6.774666967019824426e+01,1.551988383053713960e+02,-4.551218842465709713e+01
8.543471107643927098e+01,1.557242375034446979e+02,-4.548723026499592237e+01
1.011767019184534178e+02,1.554661520966266721e+02,-4.544419389555586264e+01
5.858073697939220636e+01,2.020973228208064043e+01,-4.553126464720877209e+01
7.615741741679180166e+01,1.846297404513854090e+01,-4.552721898794634114e+01
9.367046335939402013e+01,1.825957236522042848e+01,-4.551812190922462520e+01
1.110040637783494901e+02,2.104953361116172772e+01,-4.550266983418086397e+01
4.298644215999939178e+01,2.957581245104966428e+01,-4.553380515956263963e+01
5.921076413521736015e+01,2.858315794863280246e+01,-4.553220240765765681e+01
7.635122396570392311e+01,2.780200002945238680e+01,-4.552502429344023938e+01
9.335831218685549970e+01,2.818406079716557855e+01,-4.551028867199435979e+01
1.105556430220379553e+02,2.899904557766559421e+01,-4.548895760263426524e+01
1.282350738687673299e+02,2.999877273786409759e+01,-4.546342451772801496e+01
2.728790258338452546e+01,4.072855941443399530e+01,-4.553217681187950205e+01
4.238560785892139648e+01,3.815697581656841919e+01,-4.553494810587751829e+01
5.914126419617844022e+01,3.783493577495447369e+01,-4.553064064179703507e+01
7.608139639607550464e+01,3.745015277855995350e+01,-4.551660964670301013e+01
9.326889734531543752e+01,3.784980905243349270e+01,-4.548707779215607161e+01
1.106020733453100888e+02,3.800868744746357919e+01,-4.544907207560327578e+01
1.273238244267398329e+02,3.829157644036385477e+01,-4.542349315598162462e+01
2.468143628950427271e+01,4.798302819419665610e+01,-4.553453135533874274e+01
4.256751541094452307e+01,4.771666148790324513e+01,-4.553477473511421891e+01
5.896069529743422777e+01,4.734107931854078544e+01,-4.552616572085356950e+01
7.604378862713119247e+01,4.692920496290064136e+01,-4.549946445273885587e+01
9.347146659890125875e+01,4.721738046618623486e+01,-4.543826561929738972e+01
1.107307384807387507e+02,4.729120716136939251e+01,-4.535584470429795800e+01
1.279484904440857207e+02,4.723632065144454373e+01,-4.532373239214268779e+01
1.435179120612517920e+02,4.769882204309382701e+01,-4.532294709505563191e+01
2.548208922243913577e+01,5.738933824163331821e+01,-4.553549283081041210e+01
4.217640705067375961e+01,5.689427694540677294e+01,-4.553377643750620507e+01
5.933717086901649651e+01,5.701497762078836473e+01,-4.551798117733368088e+01
7.604284998205798729e+01,5.639418967362759361e+01,-4.547086485586954296e+01
9.346266197334244907e+01,5.655611020097511243e+01,-4.534727867520790312e+01
1.107787525148607557e+02,5.661838026642204369e+01,-4.514909944492426774e+01
1.278606151170731806e+02,5.647066783651312250e+01,-4.509976625243758974e+01
1.451359755788372752e+02,5.538848434125036135e+01,-4.522084871772311487e+01
2.463656862161908023e+01,6.637561077873105830e+01,-4.553617806488954045e+01
4.221208467494427197e+01,6.609780288556859773e+01,-4.553191429598022921e+01
5.934713424738479404e+01,6.658621220652342743e+01,-4.550759330456981644e+01
7.623403316349926229e+01,6.610382145920328867e+01,-4.542718119962266599e+01
9.336555481365338949e+01,6.585464822371670834e+01,-4.519448456441308082e+01
1.107476916126996684e+02,6.604101788864758760e+01,-4.469302469804675582e+01
1.278423590996559369e+02,6.580842157242679491e+01,-4.458400674435321775e+01
1.446224460876069031e+02,6.550143427465967250e+01,-4.500091667332028322e+01
2.513969678211207892e+01,7.537161618182665279e+01,-4.553628227687975993e+01
4.203660384696711816e+01,7.535775187957479204e+01,-4.552993052830265697e+01
5.911482493583697817e+01,7.603973596056472672e+01,-4.549697037536896005e+01
7.638850999012271359e+01,7.567098108488791297e+01,-4.537342222059189822e+01
9.351986495828907664e+01,7.530843631988014408e+01,-4.495982321472582299e+01
1.106399609783358642e+02,7.542119729017744589e+01,-4.375071997767840060e+01
1.278115332275928608e+02,7.523833626311258627e+01,-4.336938242434326440e+01
1.450986575103131315e+02,7.524737582181001017e+01,-4.468430485590143775e+01
1.327240598401189864e+01,8.704775234182366717e+01,-4.553201157119716669e+01
2.538108419722402331e+01,8.463837428920342631e+01,-4.553632906845554373e+01
4.199122688269812897e+01,8.487375790943367804e+01,-4.552814706042531867e+01
5.911392621274985260e+01,8.532968724119147907e+01,-4.548760090917937760e+01
7.644315035980284279e+01,8.508042869577829492e+01,-4.532291860360779623e+01
9.358832341297764401e+01,8.485107267753485871e+01,-4.467581025617320023e+01
1.104379684157529766e+02,8.488810340886622896e+01,-4.249431369389250079e+01
1.275229392351036495e+02,8.461494281506037396e+01,-4.063390887541337548e+01
1.450463581780625759e+02,8.448078405959410020e+01,-4.435501085742436089e+01
2.543014064230196070e+01,9.438042735960952712e+01,-4.553618567700313235e+01
4.214267044553769637e+01,9.439635407941386802e+01,-4.552695836502233107e+01
5.912507018551892202e+01,9.469619499845488519e+01,-4.548285724944430797e+01
7.635495348065518328e+01,9.442301877214880790e+01,-4.529683658047931516e+01
9.343079536372087546e+01,9.440559846923432019e+01,-4.448746398034702310e+01
1.102878623668123055e+02,9.444717324595031016e+01,-4.035878914040984000e+01
1.274111537112812442e+02,9.394811012147391693e+01,-3.987719019642329243e+01
1.448861067320987388e+02,9.408641890908631922e+01,-4.417951027324845370e+01
2.440032370927657723e+01,1.035785559767606827e+02,-4.553582207099112367e+01
4.198593307097758043e+01,1.038878779650494266e+02,-4.552711267825813479e+01
5.925148743305830834e+01,1.039888766988105431e+02,-4.548393031894962490e+01
7.644443546468968975e+01,1.039230630438290319e+02,-4.530423021591034427e+01
9.330490709702959862e+01,1.038346861240035963e+02,-4.454746637849982704e+01
1.104733652268488555e+02,1.039281037201305935e+02,-4.061869096753978425e+01
1.274620831055529635e+02,1.033067071593859083e+02,-4.041847797814587295e+01
1.449332253548926701e+02,1.034256605457215272e+02,-4.430180922270474042e+01
2.520340397367265339e+01,1.130893004211119006e+02,-4.553461660254445320e+01
4.174218917620401470e+01,1.132417663447830449e+02,-4.552822437826761615e+01
5.928703779662698992e+01,1.132756137978718840e+02,-4.549111505724525273e+01
7.644282493105801279e+01,1.134030006102323540e+02,-4.534677122116502090e+01
9.355099156655619197e+01,1.132521581536844195e+02,-4.480195679631356853e+01
1.105866217839280239e+02,1.133097576248949423e+02,-4.326229100019605056e+01
1.279271407715468882e+02,1.127722843925654530e+02,-4.317778057628665778e+01
1.439308435823346599e+02,1.128494588529457729e+02,-4.456222908361800705e+01
2.436810545520160076e+01,1.231611344934546111e+02,-4.553341143006746705e+01
4.227266446901069230e+01,1.224659871585545403e+02,-4.552892489724493430e+01
5.926531367820956575e+01,1.227159377378053620e+02,-4.550144823560906104e+01
7.637924280201794147e+01,1.227806741888343254e+02,-4.540205038687852124e+01
9.361034559566456892e+01,1.226213108939447096e+02,-4.509297656661642861e+01
1.108055424499057864e+02,1.227192208573928411e+02,-4.451316854972169779e+01
1.276688277450887199e+02,1.219174185139959405e+02,-4.441846984858092640e+01
1.450925096992214662e+02,1.234761853614669178e+02,-4.491181136276586017e+01
2.754492292438121481e+01,1.305028994914741247e+02,-4.553104132877913202e+01
4.229728777357704672e+01,1.321545287654286653e+02,-4.552967116266722769e+01
5.933465411320124616e+01,1.322647126373691435e+02,-4.551112491662141224e+01
7.645432685551870122e+01,1.321643398561557490e+02,-4.544922149211073048e+01
9.374170360557350534e+01,1.319080471499737257e+02,-4.528836696685491603e+01
1.109159554977472624e+02,1.323015739783902802e+02,-4.506316718189648896e+01
1.274910306285174926e+02,1.313868542740379723e+02,-4.498087069080725797e+01
1.418820852229584659e+02,1.307874698082184750e+02,-4.505903977055611165e+01
4.233534810222307243e+01,1.412702675267591417e+02,-4.552898116976283660e+01
5.900750471302403355e+01,1.417764206527942576e+02,-4.551798160328509368e+01
7.648143220750962712e+01,1.414104736115355365e+02,-4.548148999132310166e+01
9.380717260262113655e+01,1.411525274230744742e+02,-4.539855660876634147e+01
1.107159942688937093e+02,1.421386272113878135e+02,-4.529826102657433751e+01
1.277097933969363339e+02,1.399112451749284389e+02,-4.518550897228125507e+01
5.964877044869403733e+01,1.506115007429900743e+02,-4.551884005552429358e+01
7.609199467937041561e+01,1.505321670465182819e+02,-4.549919703187939746e+01
9.348603202879503726e+01,1.499500849798789659e+02,-4.545237154919104228e+01
