x [um],y [um],Vmem [mV]
6.682105229861348050e+01,1.663963604424040810e+01,-4.547330434568456070e+01
8.494637457959717608e+01,1.605470792227242427e+01,-4.546957827745674052e+01
1.018573322761801876e+02,1.679150068951226515e+01,-4.545598384768528177e+01
5.065700583769645249e+01,2.429762127700793073e+01,-4.548356139642031337e+01
6.761476262156277528e+01,2.341316492874424071e+01,-4.548036389343015173e+01
8.513720858295779692e+01,2.342840625360588547e+01,-4.547165579327187146e+01
1.019161621845423298e+02,2.392970450222340872e+01,-4.545537427656326201e+01
1.201503281697488035e+02,2.496677622877145808e+01,-4.543081213536026297e+01
3.443395125464804352e+01,3.519770083710881892e+01,-4.548369717942065193e+01
5.089291201510567220e+01,3.309512408840252107e+01,-4.548610206765980024e+01
6.777305677674863205e+01,3.275883677993162024e+01,-4.547981054894096786e+01
8.469719552553124231e+01,3.290266067860773802e+01,-4.546304842193995910e+01
1.018089869120431956e+02,3.337200183516362273e+01,-4.543412582369940367e+01
1.191579068426357395e+02,3.298839304831498254e+01,-4.540623246264485857e+01
1.346956121559005055e+02,3.497889717313360336e+01,-4.537165686647171725e+01
3.432494021269459239e+01,4.363111179283308161e+01,-4.548643439708877878e+01
5.068968460226865602e+01,4.262687109657755258e+01,-4.548606142175989930e+01
6.746816064927303103e+01,4.224716867673340914e+01,-4.547337803495496900e+01
8.466945162483069964e+01,4.232852339236139017e+01,-4.543999711507063211e+01
1.020757294758796547e+02,4.269217064575833831e+01,-4.538037940007821902e+01
1.191191377335245960e+02,4.245735792241107731e+01,-4.533139826823743590e+01
1.364810549924837346e+02,4.249216068413611680e+01,-4.530988701641516059e+01
1.892351116603597205e+01,5.413898200189923671e+01,-4.548165951706303645e+01
3.348991682397861069e+01,5.223417686648575398e+01,-4.548821254401481440e+01
5.083194159156803948e+01,5.237365594693191184e+01,-4.548346349991902571e+01
6.747919066900387008e+01,5.174455500957406429e+01,-4.546032789970417554e+01
8.476362077464597178e+01,5.167373986798401830e+01,-4.539595942455735411e+01
1.021661359183494540e+02,5.203958238955785731e+01,-4.526670500587734836e+01
1.193578771514513619e+02,5.173188328684009463e+01,-4.515941117999425103e+01
1.365443292334086038e+02,5.161823209232048981e+01,-4.518210328043495849e+01
1.702637255210505529e+01,6.251981684122786476e+01,-4.548540403288940581e+01
3.364001623340146807e+01,6.150196437105918790e+01,-4.548867053068539690e+01
5.085184499624494947e+01,6.175065087672736297e+01,-4.547909603609281248e+01
6.778656198547544420e+01,6.150932830586801714e+01,-4.543899437789994522e+01
8.464798729068903071e+01,6.104999064992735924e+01,-4.532431123675187479e+01
1.021517851673985433e+02,6.138472392386426435e+01,-4.504197836175148240e+01
1.192726210732057268e+02,6.112926624129148223e+01,-4.475519101834031943e+01
1.365118569865990708e+02,6.088632294329670458e+01,-4.491961148291153449e+01
1.507212196120388796e+02,6.074744484605999162e+01,-4.507442185228698150e+01
1.664254008905086479e+01,7.156854461813298940e+01,-4.548702858497325963e+01
3.349860235086666194e+01,7.051487179362389668e+01,-4.548858578991767843e+01
5.068515948751922906e+01,7.110894902037237841e+01,-4.547384234286680993e+01
6.777993566744552822e+01,7.118038617404917545e+01,-4.541292258308546792e+01
8.485194859983157301e+01,7.058257254781820222e+01,-4.521486649733832053e+01
1.020630427210811888e+02,7.070519391543371057e+01,-4.463894804984782638e+01
1.192914890578334166e+02,7.056945219235883826e+01,-4.373231235537362238e+01
1.363783350910396734e+02,7.052958261534040219e+01,-4.437982715956963631e+01
1.523977221827059338e+02,7.009029404763050763e+01,-4.489940471446232806e+01
1.686370237648046810e+01,7.984311316788800639e+01,-4.548726929293491850e+01
3.368589125565188880e+01,7.991730448179791324e+01,-4.548805328763514666e+01
5.043841485455719464e+01,8.047715596933774407e+01,-4.546903896095538755e+01
6.778072162902903131e+01,8.059596721815434250e+01,-4.538664631917973225e+01
8.504831125506896683e+01,8.008571147352168396e+01,-4.508041453703926038e+01
1.020569867454130133e+02,8.015979594568273114e+01,-4.403199173255233489e+01
1.190994166470175486e+02,7.997642244277805901e+01,-4.071118815793897028e+01
1.363392187019897790e+02,7.995811335760571126e+01,-4.349478953710974594e+01
1.533026119134449630e+02,7.958662405415468299e+01,-4.470991748473661431e+01
1.742132535579710151e+01,8.972300397730712973e+01,-4.548977918534318121e+01
3.373659575734660621e+01,8.959111837850034021e+01,-4.548755169464981662e+01
5.057968110868013412e+01,8.981805385780894824e+01,-4.546506015054807648e+01
6.771820579291427578e+01,8.992355272285257684e+01,-4.536831604643487026e+01
8.503505450297065238e+01,8.954729885286570834e+01,-4.496809449504926448e+01
1.019327113376135969e+02,8.975111801171179593e+01,-4.328774184592012375e+01
1.188054171821561766e+02,8.944598673988308235e+01,-3.907912102942358956e+01
1.361857948082036955e+02,8.927714187902287790e+01,-4.273227444995101365e+01
1.527452228106350560e+02,8.924721648434311305e+01,-4.452431657124786568e+01
1.605777338275559529e+01,9.718660310465182306e+01,-4.548898756614536154e+01
